cn-zh2,Zhaoqing,city,cn,🇨🇳,4,42,10500,15,52,33.8,.778,68,78.0,4.8,3,93,,1.8,3.5,4.8,18.5,8,1,68.5,22.5,28.0,3.5,1.0,1.2,,267,35.5,11.5,5.8
cn-qj,Qujing,city,cn,🇨🇳,6,42,7000,29,48,33.8,.728,58,75.8,5.2,3,90,,1.8,5.2,5.0,15.5,5,0,48.5,25.5,55.0,4.5,1.0,0.8,,207,33.5,12.5,6.2
cn-dl2,Dali,city,cn,🇨🇳,4,22,5500,29,42,33.5,.718,55,75.5,3.2,3,88,,1.5,4.8,4.8,5.5,2,0,62.5,22.5,72.0,4.2,0.8,0.5,,138,33.2,12.8,6.5
cn-zyt,Zunyi,city,cn,🇨🇳,6,58,9667,31,52,33.5,.748,62,76.2,4.8,5,92,,2.0,5.5,5.0,18.5,5,1,58.5,28.5,48.0,4.2,1.2,1.0,,194,34.2,11.8,6.2
cn-gs2,Ganzhou2,city,cn,🇨🇳,9,62,6889,40,50,31.5,.762,65,77.2,3.8,8,93,,1.8,4.8,4.8,18.5,8,2,75.5,28.5,28.0,4.2,1.0,1.0,,225,34.5,12.5,5.8
cn-jz,Jingzhou,city,cn,🇨🇳,5,42,8400,14,55,33.2,.785,68,77.8,5.2,5,95,,2.2,5.2,5.2,18.5,8,1,25.5,38.5,35.0,4.0,1.2,1.2,,357,37.5,9.5,6.8
cn-ez,Ezhou,city,cn,🇨🇳,1,18,18000,2,68,33.5,.808,75,78.5,8.5,3,96,,2.5,5.5,5.5,28.5,5,1,32.5,38.5,28.0,3.5,1.2,1.8,,500,38.5,9.2,6.5
cn-hg,Huanggang,city,cn,🇨🇳,6,32,5333,18,42,33.2,.758,60,77.0,3.8,3,93,,1.8,5.2,4.8,12.5,3,0,42.5,42.5,35.0,4.5,1.0,0.8,,333,36.5,10.8,7.0
cn-xf,Xianyang,city,cn,🇨🇳,4,42,10500,10,58,32.5,.782,72,77.5,6.5,8,95,,2.5,5.8,5.5,18.5,5,1,35.5,42.5,18.0,4.0,1.2,1.5,,400,38.2,9.5,7.2
cn-bj2,Baoji,city,cn,🇨🇳,4,38,9500,18,55,32.2,.778,70,77.2,6.8,5,95,,2.5,5.5,5.5,22.5,8,1,55.5,42.5,22.0,4.0,1.2,1.2,,222,38.5,9.2,7.5
cn-yl2,Yulin Shaanxi,city,cn,🇨🇳,4,72,18000,43,62,31.5,.788,68,76.8,18.5,3,94,,2.2,5.2,5.2,22.5,12,1,35.5,22.5,28.0,3.5,1.2,2.2,,93,35.5,10.5,5.8
cn-ts2,Tianshui,city,cn,🇨🇳,3,15,5000,14,38,31.0,.708,55,75.5,3.2,3,88,,1.8,4.8,4.5,8.5,1,0,28.5,42.5,32.0,4.5,0.8,0.5,,214,34.8,11.5,7.2
cn-ww,Wuwei,city,cn,🇨🇳,2,12,6000,33,42,30.5,.698,55,75.2,4.5,2,88,,1.5,4.5,4.5,8.5,1,0,8.5,35.5,42.0,4.2,0.8,0.5,,61,35.5,11.2,7.5
cn-zy3,Zhangye,city,cn,🇨🇳,1,8,8000,42,48,30.2,.712,58,75.8,4.2,2,90,,1.5,4.5,4.8,5.5,0,0,5.5,28.5,38.0,3.8,0.5,0.5,,24,35.2,11.8,7.2
cn-klmy,Karamay,city,cn,🇨🇳,0.5,12,24000,8,98,31.5,.808,78,77.5,28.5,1,96,,2.5,5.5,5.8,15.5,3,0,2.5,35.5,8.0,2.8,1.0,2.0,,63,36.5,8.5,5.2
cn-aks,Aksu,city,cn,🇨🇳,3,12,4000,128,38,31.5,.688,48,74.5,5.5,2,82,,1.2,5.2,5.2,5.5,1,0,5.5,55.5,18.0,4.5,0.8,0.5,,23,28.5,15.5,4.5
cn-ks,Kashgar,city,cn,🇨🇳,5,12,2400,162,32,32.5,.668,42,73.8,3.2,2,78,,1.0,5.0,5.0,5.5,1,0,2.5,62.5,12.0,5.2,0.8,0.3,,31,25.5,18.5,4.8
cn-bt,Baotou,city,cn,🇨🇳,3,55,18333,28,82,30.5,.798,75,76.8,15.5,8,96,,3.0,5.8,5.8,22.5,8,1,8.5,28.5,22.0,3.2,1.2,1.8,,107,38.5,8.5,6.8
cn-erds,Ordos,city,cn,🇨🇳,2,72,36000,87,75,29.8,.825,78,77.5,38.5,3,96,,2.8,5.5,5.5,12.5,8,1,22.5,18.5,18.0,2.5,1.0,3.5,,23,36.2,8.2,5.5
cn-wh3,Weihai,city,cn,🇨🇳,3,52,17333,6,70,31.8,.828,80,80.8,6.5,5,98,,2.8,4.8,5.5,22.5,12,2,42.5,22.5,22.0,3.0,1.2,2.0,,500,42.5,7.2,7.8
cn-rz,Rizhao,city,cn,🇨🇳,3,32,10667,5,62,31.5,.808,74,79.5,8.5,3,97,,2.2,4.8,5.2,22.5,8,1,42.5,25.5,18.0,3.2,1.0,1.5,,600,39.5,9.2,6.8
cn-jn2,Jining Shandong,city,cn,🇨🇳,8,72,9000,11,58,31.5,.788,72,78.2,8.5,8,96,,2.2,5.0,5.2,22.5,12,1,22.5,42.5,12.0,3.8,1.2,1.5,,727,38.5,9.8,6.8
cn-ta,Taian,city,cn,🇨🇳,5,52,10400,8,62,31.8,.798,74,78.8,6.5,5,96,,2.5,5.2,5.2,18.5,8,1,22.5,38.5,12.0,3.5,1.2,1.5,,625,39.2,9.2,7.0
cn-yc4,Yuncheng,city,cn,🇨🇳,5,28,5600,14,48,30.8,.748,62,76.5,5.5,3,94,,2.0,4.8,4.8,12.5,3,0,22.5,42.5,15.0,4.5,1.0,0.8,,357,38.5,10.2,7.2
cn-cz3,Chenzhou,city,cn,🇨🇳,5,38,7600,19,55,33.5,.778,68,77.8,5.2,3,94,,2.0,5.0,5.0,18.5,5,0,62.5,28.5,32.0,4.0,1.0,1.2,,263,36.5,10.5,6.5
cn-ld,Liuding,city,cn,🇨🇳,3,22,7333,17,48,33.2,.758,62,77.2,3.5,2,92,,1.5,4.5,4.5,15.5,3,0,52.5,32.5,42.0,4.5,0.8,0.8,,176,35.2,12.2,6.5
